run_name,modes_path,checkpoint,method,r_value,seed,n_samples,selection_flag,k_neighbors,purity_threshold,max_unassigned_fraction,retained_candidates,radius,all_cells_any_candidate_pct,labeled_cells_any_candidate_pct,labeled_cells_label_consistent_pct
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,all_raw,100,0.9,0.2,1992,0.5,0.026340365412705635,0.05137803222136592,0.05137803222136592
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,all_raw,100,0.9,0.2,1992,0.8,1.8815401930030413,3.5805595312366205,3.5230650666079493
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,all_raw,100,0.9,0.2,1992,1.0,9.19757668638203,16.943741054717602,16.497241488984304
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,all_raw,100,0.9,0.2,1992,1.5,50.02334714207035,77.04258260241966,74.74158073079134
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,all_raw,100,0.9,0.2,1992,2.0,79.34436435909102,96.13074485913856,94.21997137509634
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,confident_without_distance,100,0.9,0.2,747,0.25,0.0,0.0,0.0
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,confident_without_distance,100,0.9,0.2,747,0.5,0.021551208064940975,0.04159174036967717,0.04159174036967717
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,confident_without_distance,100,0.9,0.2,747,0.8,1.5935921074686907,3.114487381799944,3.107147662911177
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,confident_without_distance,100,0.9,0.2,747,1.0,7.606379157587223,14.569341994201624,14.42254761642629
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,confident_without_distance,100,0.9,0.2,747,1.5,38.83348099901822,66.07337272315804,64.03293087208093
labeled_b10_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed1.npy,labeled,b10,1.5,1,5000.0,confident_without_distance,100,0.9,0.2,747,2.0,59.77347285745073,86.93285380503261,83.28012037138977
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,all_raw,100,0.9,0.2,1995,0.25,0.0,0.0,0.0
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,all_raw,100,0.9,0.2,1995,0.5,0.05926582217858768,0.11621221573880386,0.11621221573880386
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,all_raw,100,0.9,0.2,1995,0.8,1.9108737817580996,3.6270444175321415,3.542637650311326
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,all_raw,100,0.9,0.2,1995,1.0,8.849165489332151,16.184080149730264,15.709444994923361
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,all_raw,100,0.9,0.2,1995,1.5,49.67493594502048,76.1764957735452,74.10057861450574
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,all_raw,100,0.9,0.2,1995,2.0,79.87296760135054,95.89832042766095,93.92638261954566
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,confident_without_distance,100,0.9,0.2,749,0.25,0.0,0.0,0.0
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,confident_without_distance,100,0.9,0.2,749,0.5,0.05567395416776419,0.10887249685003732,0.10887249685003732
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,confident_without_distance,100,0.9,0.2,749,0.8,1.630708076913867,3.1744284193915373,3.1621955545769262
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,confident_without_distance,100,0.9,0.2,749,1.0,7.333995833433107,13.976048050692992,13.824360526991816
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,confident_without_distance,100,0.9,0.2,749,1.5,38.279734680682935,64.99443404650935,63.2573672428346
labeled_b10_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed2.npy,labeled,b10,1.5,2,5000.0,confident_without_distance,100,0.9,0.2,749,2.0,59.92792318191614,86.39950089911557,81.94551482011573
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,all_raw,100,0.9,0.2,2007,0.25,0.0,0.0,0.0
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,all_raw,100,0.9,0.2,2007,0.5,0.04370106079835253,0.08685334018373764,0.08685334018373764
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,all_raw,100,0.9,0.2,2007,0.8,2.1533248724886858,4.155504177523334,4.120028869560962
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,all_raw,100,0.9,0.2,2007,1.0,9.56694044682838,17.63000477081728,17.291154415452556
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,all_raw,100,0.9,0.2,2007,1.5,49.99461219798376,76.28536827039525,74.15073336024564
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,all_raw,100,0.9,0.2,2007,2.0,79.81908958118818,95.98272719488176,94.22975766694802
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,confident_without_distance,100,0.9,0.2,759,0.25,0.0,0.0,0.0
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,confident_without_distance,100,0.9,0.2,759,0.5,0.04250377146141137,0.08685334018373764,0.08685334018373764
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,confident_without_distance,100,0.9,0.2,759,0.8,1.9426019491870405,3.828886686973222,3.821546968084456
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,confident_without_distance,100,0.9,0.2,759,1.0,8.200833313378512,15.661736822146377,15.54185474696319
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,confident_without_distance,100,0.9,0.2,759,1.5,38.097148056799405,64.88311497669639,62.883041579507506
labeled_b10_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed3.npy,labeled,b10,1.5,3,5000.0,confident_without_distance,100,0.9,0.2,759,2.0,59.06767079332391,85.93098217671596,81.39992904938408
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,all_raw,100,0.9,0.2,1988,0.25,0.0,0.0,0.0
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,all_raw,100,0.9,0.2,1988,0.5,0.02095256339647039,0.03914516740675499,0.037921880925293895
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,all_raw,100,0.9,0.2,1988,0.8,1.7630085486458658,3.3738241158696956,3.305320072907874
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,all_raw,100,0.9,0.2,1988,1.0,9.040133138574268,16.59143454805681,16.137595263434743
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,all_raw,100,0.9,0.2,1988,1.5,49.84195780752377,76.58507345835321,74.38193450524179
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,all_raw,100,0.9,0.2,1988,2.0,79.45212039941573,95.86284511969858,93.884790879176
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,confident_without_distance,100,0.9,0.2,744,0.25,0.0,0.0,0.0
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,confident_without_distance,100,0.9,0.2,744,0.5,0.017360695385646895,0.03302873499944952,0.03302873499944952
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,confident_without_distance,100,0.9,0.2,744,0.8,1.4864347118124566,2.933440982543702,2.924877977173474
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,confident_without_distance,100,0.9,0.2,744,1.0,7.45971121381193,14.226821779392514,14.116725996061016
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,confident_without_distance,100,0.9,0.2,744,1.5,38.46591317257729,65.48374863909379,63.84454475393593
labeled_b10_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b10_n5000_R1.5_seed4.npy,labeled,b10,1.5,4,5000.0,confident_without_distance,100,0.9,0.2,744,2.0,58.44208711477216,85.25328146598652,82.19506526233378
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,all_raw,100,0.9,0.2,168,0.25,0.005986446684705826,0.01100957833314984,0.01100957833314984
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,all_raw,100,0.9,0.2,168,0.5,0.24304973539905653,0.4660721494366766,0.4636255764737544
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,all_raw,100,0.9,0.2,168,0.8,2.691506429443739,5.156152519358508,4.993455417324183
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,all_raw,100,0.9,0.2,168,1.0,7.961974090658748,14.796873279753386,14.221928633466671
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,all_raw,100,0.9,0.2,168,1.5,34.54359330475803,55.89195933795735,53.59340403929196
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,all_raw,100,0.9,0.2,168,2.0,62.95586791504035,85.16642812580278,81.92594223641234
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,confident_without_distance,100,0.9,0.2,118,0.25,0.005387802016235244,0.009786291851688748,0.009786291851688748
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,confident_without_distance,100,0.9,0.2,118,0.5,0.23167548669811547,0.44649956573329913,0.445276279251838
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,confident_without_distance,100,0.9,0.2,118,0.8,2.518498120255741,4.873573342140996,4.772040564179726
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,confident_without_distance,100,0.9,0.2,118,1.0,7.21366825507052,13.68368258162379,13.320366496629847
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,confident_without_distance,100,0.9,0.2,118,1.5,29.39105864323172,50.74436982396907,48.75041285918749
labeled_v3f2_R0.8_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed0.npy,labeled,v3f2,0.8,0,,confident_without_distance,100,0.9,0.2,118,2.0,51.29187519455952,77.84138867481374,73.65285576229097
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,all_raw,100,0.9,0.2,171,0.25,0.002993223342352913,0.0036698594443832803,0.002446572962922187
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,all_raw,100,0.9,0.2,171,0.5,0.20892698929623332,0.39756810647485535,0.35964622554956144
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,all_raw,100,0.9,0.2,171,0.8,2.741193936926798,5.186734681395036,4.862563763807846
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,all_raw,100,0.9,0.2,171,1.0,7.909892004501808,14.637846037163444,13.903874148286787
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,all_raw,100,0.9,0.2,171,1.5,34.34783649816815,56.04487014813999,54.07415562650617
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,all_raw,100,0.9,0.2,171,2.0,61.80048370489213,85.52607435135235,82.77245648158342
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,confident_without_distance,100,0.9,0.2,115,0.25,0.0011972893369411653,0.002446572962922187,0.002446572962922187
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,confident_without_distance,100,0.9,0.2,115,0.5,0.14307607576446923,0.2923654690692013,0.2923654690692013
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,confident_without_distance,100,0.9,0.2,115,0.8,2.155719451162568,4.232571225855383,4.1848630530784
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,confident_without_distance,100,0.9,0.2,115,1.0,6.451593592107469,12.338067452016588,12.083623863872681
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,confident_without_distance,100,0.9,0.2,115,1.5,27.911209022772443,48.72717041603973,46.91792970995878
labeled_v3f2_R0.8_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed1.npy,labeled,v3f2,0.8,1,,confident_without_distance,100,0.9,0.2,115,2.0,47.27676540312732,73.7715145509927,71.33839773936657
labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2,,all_raw,100,0.9,0.2,169,0.25,0.010176959363999904,0.0183492972219164,0.0183492972219164
labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2,,all_raw,100,0.9,0.2,169,0.5,0.22449175067646848,0.4281502685113827,0.419587263141155
labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2,,all_raw,100,0.9,0.2,169,0.8,2.686118627427504,5.1194539249146755,4.9359609526955115
